hotel_name,price_bdt,num_reviews,comment,price_eur,source
The Cliff & River Jungle Resort,6031.0,215,"overlooking the riverside and stone cliff. The rooms, single chalet, lie in green surrondings amongst lush vegetation. The rooms are large, basic and clean. The bathroom is...",50.26,TripAdvisor
Khaolak Relax Resort,2162.0,97,days. It is 1 1/2 hour drive by taxi from the airport - you may wonder where you are going to end up. It is a quaint resort with not much around it. If you want,18.02,TripAdvisor
Golden Bay Cottages,2250.0,302,,18.75,TripAdvisor
Pukha Nanfa Hotel,8527.0,49,"extremely friendly, gracious and helpful people running the place. Our room was tastefully decorated with local crafts, with good Ac and was spotlessly clean",71.06,TripAdvisor
Ma Maison Phuket,4804.0,133,area and rooms loverly . Staff very helpful and polite . Many nice bars and restaurants scattered around this part of Bang Tao beach  really enjoyed it only a short,40.03,TripAdvisor
The Choice Residence,3021.0,58,"Me and my wife is on separate flight. I had to visit a professor, so, I had meeting to catch up. My wife follows after. However, she did not brought with her any...",25.18,TripAdvisor
Summer Inn,2292.0,71,couple of nights when the villa we had booked was damaged by previous guests. I had a ground floor room which would be my preference again. We had 2 ground floor,19.1,TripAdvisor
Anawin Bungalows,3059.0,184,"clean and  of decent size.      
Bathroom  was  small and just OK.  Hot shower was always  available.
Manager Ismail  is very kind and helpful.
Wifi is  good near...",25.49,TripAdvisor
Amora Neoluxe Hotel Bangkok,4921.0,389,"comfortable (firm), walking distance to nearest Bts Phrom Phong. Motorbike service is also available just right outside the hotel which is very convenient if heading to...",41.01,TripAdvisor
Baan Kata Maytha,3474.0,81,"friendly and helpful. The hotel itself is modern, the rooms are spacious, and the pool is a good size and very new-looking.  The drying rack on the balcony, and",28.95,TripAdvisor
Sleeping Well,1181.0,44,not as good as other places we've stayed.   Common areas are great and we had a private bathroom which was nice.   Close to great food and perry close to where the,9.84,TripAdvisor
Sunshine House,1279.0,98,"to say doing your travels in Chiang Mai. 

Pros:
Extremely friendly staff who are always smiling and at the ready to answer questions and speak good",10.66,TripAdvisor
Rainbow House,8383.0,99,part of Pai.  Very friendly owners.  They have a fridge at reception which sells water etc and cheap beer.  A large Chang is only 65 Baht.  I had a budget single...,69.86,TripAdvisor
Memmoth Hostel In Lampang,2143.0,30,"staffs, convenient location, naturally decorated makes relaxation in reality recommending for staying or even for a cup of coffee, surely visitors will refill reene...",17.86,TripAdvisor
Ritsurin Boutique Hotel,2711.0,43,like you see in many Asia hotels ) Very friendly staff (family runned hotel) They serve alternative for breakfast Private parking (car could stand inside) Walking dis...,22.59,TripAdvisor
Lovely Guesthouse 94,1884.0,42,clean and comfortable. La belle mademoiselle Audrey and her staff run a great place that is excellent value. Lovely is centrally located but very quiet. Decor is...,15.7,TripAdvisor
Rangsiman Resort,7859.0,40,pick us up. We had a very nice bungalow overlooking the pool. All the family were so friendly and welcoming and Grandma loved to chat to us at breakfast. Sony was...,65.49,TripAdvisor
Farmer's Boutique Resort,3556.0,72,"come back. Because of stylish and cozy environment, quiet and calm atmosphere, friendly, professional and helpful employees and warm-hearted owner, comfortable...",29.63,TripAdvisor
Na Mantra Resort,5114.0,94,"best service I have ever had at a hotel. They help travelers with local communication, transport, and guidance. They even went on a run with my husband and I to show",42.62,TripAdvisor
Peaceful House,1868.0,117,in 8days until we found this place. Stayed here for the rest of our time in Koh Lanta. If you have a bike it's easy to access everything from here. We stayed in the...,15.57,TripAdvisor
Thai Thai Hostel,1357.0,54,very smelly and generally a bit worse for wear after a due nights in the jungle. I was greeted by one of the most jovial men it has my pleasure to meet. All the,11.31,TripAdvisor
PakPing The Cozy Living in Chiangmai,3303.0,35,"from accommodations. Excellent location (in the heart of old Chiang Mai), very good cleanliness, very gentle and discreet host and staff, help in organizing tours and...",27.52,TripAdvisor
Noble House,1442.0,165,"family room which is basically 2 joining rooms, was ideal.  Meant we had space for the kids and their own bathroom.  Around $25 per night which seem great value. Beds...",12.02,TripAdvisor
Ao Cho Grand View Hideaway Resort,22007.0,263,Just been here,183.39,TripAdvisor
Joy - Beach Villas,16634.0,22,"friendly and warm welcome from the staff - everything organised I needed - I felt at home immediately!
The villas are awesome, brand new with fully equipped kitchen",138.62,TripAdvisor
Nern Chalet Beachfront Hotel,12753.0,144,"their breakfast menu, it was highly disappointing not to have good breakfast , rest was good, staff polite and it was peaceful overall, rooms  and wash room was",106.28,TripAdvisor
Plaifah Resort Ubon,4949.0,40,with our expectations.,41.24,TripAdvisor
Sea Two Pool Villa,9904.0,82,"goodish and having outside space makes such a difference to my mood. Place could do with a coat of paint, but no real complaints.
Food - tasty, but limited menu for...",82.53,TripAdvisor
Swiss Villas Panoramic,7292.0,101,on each visit. This was the first time we booked into a cheaper hotel and what a great decision it was. We had standard one bedroom apartment. Simply furnished and...,60.77,TripAdvisor
Cliff Lanta Suite,11450.0,28,Exceptional views from both room and restaurant. Most comfortable bed.  Great staff but be prepared for some miming to makeup for their lack of English.  Cook does...,95.42,TripAdvisor
Karon Cafe Inn,2591.0,109,"walk to the beach, ATM and bars/restaurants.
The room was clean, somewhat old bathroom, but it did its job. I liked the beds. Safetybox in the room. They also serve...",21.59,TripAdvisor
The Kiri Villas Resort,8640.0,108,"is nice but need to improved on cleanliness a bit. The top of the fridge is dusty. Fridge door seals no good which the door are not able to close properly,but i...",72.0,TripAdvisor
Lanta Lily Resort,1274.0,30,"My resort didint have a pool -had the sea instead .  But this was a great option for a change . Lovely pool , nice bar, offering some snack food  and both food",10.62,TripAdvisor
Pongsakorn Boutique Resort,2335.0,98,"Chang early next morning. 

We arrived late so didnt see much of the surroundings but the hotel was clean, there was shampoo and shower gel to use. 

The room was...",19.46,TripAdvisor
Haadson Resort,6490.0,297,"the area, but we visited once for an evening meal and then a few days later for lunch.

The setting is absolutely stunning, especially during the day overlooking the...",54.08,TripAdvisor
Phumektawan Resort,2530.0,60,"room. The views from the room and hotel are stunning and make you want to stay here all day! The room itself is convenient, clean and large. There are flying insects...",21.08,TripAdvisor
Mookies Bungalow,2681.0,81,little small and bathroom a bit basic. Having said that it was very clean and bed was fairly comfortable plus we had air conditioning. Breakfast was good and the staff...,22.34,TripAdvisor
Indra Regent Hotel,6511.0,1898,Food was very good at breakfast,54.26,TripAdvisor
Kavinburi Green Hotel,3101.0,130,maintanence up on rooftop pool and top deck to make it perfect. Staff are lovely and breakfast is tasty and all you can eat. There is a gym I never used but looked...,25.84,TripAdvisor
Chivapuri Residence Trat,2340.0,65,"clean.
Ive read about the noise from the street in the morning, but it wasnt that bad.
I had a peaceful stay.
This hotel is not far from the bus station and there...",19.5,TripAdvisor
Crystal Suites Suvarnabhumi Airport,2195.0,408,"stay again. Picked up by their minivan at Suvarnabhumi airport, driver had waited the plane arrived 40 minutes late, appreciated that as had two long flights. Quick...",18.29,TripAdvisor
Pai Cherkaew Boutique House,4642.0,41,"thoroughfare in Pai, this hotel was still far enough to be far enough away from the hustle and bustle of Pai. We enjoyed quiet and restful sleep during our stay. Note...",38.68,TripAdvisor
Casa Brazil Homestay & Gallery,3217.0,108,close to Karon Beach.  It is on a quiet street so you can sleep despite being near the beach.  The staff are lovely and the breakfast is good and worth the money...,26.81,TripAdvisor
Urbana Sathorn,6713.0,834,,55.94,TripAdvisor
Ivory Phi Phi Island,3721.0,274,friendly and welcoming for our entire stay - helped us out with recommendations for activities and food.,31.01,TripAdvisor
Silom Space Hostel,3939.0,56,"friendly! Nice decorations. Clean rooms! Free cookies, coffee , water, noodles...I have stayed there for 4 times and I am always welcomed. The only thing I dont like",32.83,TripAdvisor
Barn & Bed Hostel,2203.0,37,"choice to choose Barn & Bed as a place to stay.

A lot of positive point that I can share in regards to hotel location:
1. The location is close to BTS Phrom",18.36,TripAdvisor
Walking Street Guest House,1596.0,112,"funky guesthouse.
Unfortunately this time I was in the midst of coronavirus spreading across Pattaya.

For nightlife this location would be hard to beat",13.3,TripAdvisor
Capital O 680 Westory Design Postel,3540.0,45,"There is a large common area and the fresh meals prepared by the staff are simply delicious. There are enough toilets and showers, thus don't worry about having to",29.5,TripAdvisor
Baan Silom Soi 3,2814.0,143,"that are clean, comfortable and reasonably well maintained. 

The bathrooms are also quite spacious with adequate (but variable) hot water supply The hand basin in...",23.45,TripAdvisor
The Mantra Phuket,2985.0,24,bar. The only thing that we would change is the mattress for us it was very hard and uncomfortable. Nice and close to be beach and restaurant. The staff were...,24.88,TripAdvisor
Phuket Sunny Hostel,1918.0,81,"Old Town, Phuket. Excellent, friendly staff who were really helpful. The twin room we had was clean and had a tv and small fridge. The shared bathroom was clean and...",15.98,TripAdvisor
Baan Aomsin Resort,1229.0,44,"room each but due to tiny price difference, upgraded to private room on arrival. Lovely little hut, private bathroom with hot water, great views of the river and",10.24,TripAdvisor
X2 Pattaya Oceanphere,61298.0,62,This is wonderful hotel Good service,510.82,TripAdvisor
The View Phuket,51929.0,62,(Ton) is absolutely will made you feeling so excited to be at the property the soonest you can. He is full of mannerism and professional too. He came out with few...,432.74,TripAdvisor
Ataman Luxury Villas,41920.0,31,"a very nice experience. The stay was very quiet and private, and the staff did their best to ensure that we enjoyed our time there. They also suggested and",349.33,TripAdvisor
